Numero de vaca;Address;Fecha/hora de visita;tiempo en cubiculo;Produccion de leche;tiempo;Descripcion;CIB;
246;101;19/02/2022 12:42:00;6:43;8.8;6:43;Correcto;246;
168;101;19/02/2022 12:49:00;6:54;15.7;6:54;Correcto;168;
195;101;19/02/2022 13:00:00;10:13;19.4;10:13;Correcto;195;
170;101;19/02/2022 13:10:00;10:07;14.5;10:07;Correcto;170;
245;101;19/02/2022 13:17:00;6:32;9.3;6:32;Correcto;245;
81;101;19/02/2022 13:24:00;7:03;8.7;7:03;Correcto;81;
473;101;19/02/2022 13:31:00;7:24;13.1;7:24;Correcto;473;
404;101;19/02/2022 13:36:00;5:10;8.9;5:10;Correcto;404;
149;101;19/02/2022 13:44:00;7:25;10.3;7:25;Correcto;149;
130;101;19/02/2022 13:52:00;7:31;14.1;7:31;Correcto;130;
13;101;19/02/2022 13:59:00;7:15;11.3;7:15;Correcto;13;
516;101;19/02/2022 14:04:00;5:07;12.3;5:07;Correcto;516;
259;101;19/02/2022 14:14:00;9:27;15.2;9:27;Correcto;259;
224;101;19/02/2022 14:20:00;5:55;10.1;5:55;Correcto;224;
53;101;19/02/2022 14:25:00;5:15;14.1;5:15;Correcto;53;
208;101;19/02/2022 14:32:00;6:14;2.1;6:14;Tiempo de conexi�n;208;
134;101;19/02/2022 14:37:00;4:45;15.6;4:45;Correcto;134;
220;101;19/02/2022 14:42:00;4:25;10.1;4:25;Correcto;220;
226;101;19/02/2022 14:47:00;4:59;11.3;4:59;Correcto;226;
72;101;19/02/2022 14:51:00;3:57;10.4;3:57;Correcto;72;
233;101;19/02/2022 15:01:00;10:01;17.9;10:01;Correcto;233;
138;101;19/02/2022 15:09:00;7:39;13;7:39;Correcto;138;
167;101;19/02/2022 15:16:00;7:33;14.9;7:33;Correcto;167;
150;101;19/02/2022 15:23:00;6:07;18.6;6:07;Correcto;150;
228;101;19/02/2022 15:29:00;6:21;8.4;6:21;Correcto;228;
141;101;19/02/2022 15:37:00;7:27;18.4;7:27;Correcto;141;
31;101;19/02/2022 15:42:00;5:24;13.9;5:24;Correcto;31;
117;101;19/02/2022 15:51:00;8:05;17;8:05;Correcto;117;
412;101;19/02/2022 15:57:00;6:25;11.7;6:25;Correcto;412;
231;101;19/02/2022 16:05:00;8:15;17.4;8:15;Correcto;231;
240;101;19/02/2022 16:11:00;5:32;14.5;5:32;Correcto;240;
58;101;19/02/2022 16:17:00;6:17;18;6:17;Correcto;58;
76;101;19/02/2022 16:25:00;7:18;11.8;7:18;Correcto;76;
236;101;19/02/2022 16:31:00;5:21;14.6;5:21;Correcto;236;
198;101;19/02/2022 16:37:00;5:54;14.5;5:54;Correcto;198;
221;101;19/02/2022 16:44:00;6:57;16.3;6:57;Correcto;221;
175;101;19/02/2022 16:54:00;9:55;21.9;9:55;Correcto;175;
197;101;19/02/2022 17:03:00;8:41;20.7;8:41;Correcto;197;
153;101;19/02/2022 17:09:00;6:38;16.9;6:38;Correcto;153;
212;101;19/02/2022 17:16:00;6:35;12;6:35;Correcto;212;
21;101;19/02/2022 17:23:00;6:22;13.1;6:22;Correcto;21;
59;101;19/02/2022 17:30:00;5:51;21;5:51;Correcto;59;
81;101;19/02/2022 17:37:00;6:42;8.3;6:42;Correcto;81;
245;101;19/02/2022 17:43:00;6:01;10.2;6:01;Correcto;245;
132;101;19/02/2022 17:50:00;6:59;14.4;6:59;Correcto;132;
227;101;19/02/2022 17:55:00;4:55;13.6;4:55;Correcto;227;
280;101;19/02/2022 18:04:00;8:54;14.5;8:54;Correcto;280;
291;101;19/02/2022 18:34:00;6:24;11.6;6:24;Correcto;291;
532;101;19/02/2022 18:47:00;13:01;13.4;13:01;Correcto;532;
49;101;19/02/2022 18:54:00;6:47;14.3;6:47;Correcto;49;
130;101;19/02/2022 19:00:00;5:40;10.3;5:40;Correcto;130;
47;101;19/02/2022 19:07:00;7:25;22.3;7:25;Correcto;47;
84;101;19/02/2022 19:21:00;8:36;15.1;8:36;Correcto;84;
473;101;19/02/2022 19:28:00;5:50;10.3;5:50;Correcto;473;
13;101;19/02/2022 19:35:00;7:29;8.6;7:29;Correcto;13;
246;101;19/02/2022 19:54:00;5:41;11.1;5:41;Correcto;246;
224;101;19/02/2022 20:00:00;5:34;9.2;5:34;Correcto;224;
77;101;19/02/2022 20:12:00;12:29;21;12:29;Correcto;77;
392;101;19/02/2022 20:22:00;9:11;7.3;9:11;Correcto;392;
218;101;19/02/2022 20:32:00;6:27;9.3;6:27;Correcto;218;
220;101;19/02/2022 20:37:00;4:49;10.1;4:49;Correcto;220;
208;101;19/02/2022 20:47:00;9:31;17.8;9:31;Correcto;208;
167;101;19/02/2022 20:55:00;8:35;11.1;8:35;Correcto;167;
516;101;19/02/2022 21:00:00;4:27;11.2;4:27;Correcto;516;
72;101;19/02/2022 21:05:00;5:03;13.2;5:03;Correcto;72;
90;101;19/02/2022 21:12:00;6:52;20.7;6:52;Correcto;90;
171;101;19/02/2022 21:24:00;12:29;22.1;12:29;Correcto;171;
259;101;19/02/2022 21:34:00;9:15;13.1;9:15;Correcto;259;
249;101;19/02/2022 21:39:00;5:31;14.4;5:31;Correcto;249;
302;101;19/02/2022 21:45:00;4:50;12;4:50;Correcto;302;
394;101;19/02/2022 21:56:00;8:49;14.9;8:49;Correcto;394;
236;101;19/02/2022 22:05:00;5:26;11;5:26;Correcto;236;
226;101;19/02/2022 22:11:00;5:31;11.7;5:31;Correcto;226;
170;101;19/02/2022 22:22:00;10:39;18.2;10:39;Correcto;170;
412;101;19/02/2022 22:29:00;6:24;9.8;6:24;Correcto;412;
53;101;19/02/2022 22:34:00;5:16;15.9;5:16;Correcto;53;
240;101;19/02/2022 22:40:00;5:18;12.9;5:18;Correcto;240;
149;101;19/02/2022 22:48:00;7:21;12.5;7:21;Correcto;149;
228;101;19/02/2022 22:54:00;5:55;7.8;5:55;Correcto;228;
404;101;19/02/2022 22:59:00;4:59;13.3;4:59;Correcto;404;
245;101;19/02/2022 23:05:00;5:52;7.7;5:52;Correcto;245;
196;101;19/02/2022 23:12:00;7:01;18.4;7:01;Correcto;196;
134;101;19/02/2022 23:18:00;4:36;13;4:36;Correcto;134;
150;101;19/02/2022 23:22:00;4:34;11.4;4:34;Correcto;150;
168;101;19/02/2022 23:29:00;6:57;16.1;6:57;Correcto;168;
185;101;19/02/2022 23:34:00;3:52;6.6;3:52;Tiempo muerto de orde�o TD;185;
81;101;19/02/2022 23:41:00;7:29;11.7;7:29;Correcto;81;
130;101;19/02/2022 23:47:00;5:48;9.4;5:48;Correcto;130;
141;101;19/02/2022 23:57:00;9:38;13.6;9:38;Correcto;141;
247;101;20/02/2022 0:06:00;9:28;17.2;9:28;Correcto;247;
212;101;20/02/2022 0:13:00;6:24;11.4;6:24;Correcto;212;
76;101;20/02/2022 0:18:00;5:16;10.2;5:16;Correcto;76;
197;101;20/02/2022 0:26:00;7:07;13.3;7:07;Correcto;197;
138;101;20/02/2022 0:31:00;4:44;17.4;4:44;Correcto;138;
153;101;20/02/2022 0:37:00;6:04;14.9;6:04;Correcto;153;
146;101;20/02/2022 0:45:00;8:24;19.3;8:24;Correcto;146;
13;101;20/02/2022 0:53:00;7:25;8.1;7:25;Correcto;13;
195;101;20/02/2022 1:05:00;11:38;18.7;11:38;Correcto;195;
532;101;20/02/2022 1:14:00;9:34;10.2;9:34;Correcto;532;
231;101;20/02/2022 1:23:00;8:54;17.7;8:54;Correcto;231;
167;101;20/02/2022 1:30:00;6:21;10.1;6:21;Correcto;167;
84;101;20/02/2022 1:38:00;7:36;12.7;7:36;Correcto;84;
224;101;20/02/2022 1:44:00;5:35;9.6;5:35;Correcto;224;
31;101;20/02/2022 1:50:00;5:14;16.7;5:14;Correcto;31;
221;101;20/02/2022 1:56:00;6:02;13.3;6:02;Correcto;221;
47;101;20/02/2022 2:02:00;5:42;15.9;5:42;Correcto;47;
220;101;20/02/2022 2:06:00;4:43;10.1;4:43;Correcto;220;
72;101;20/02/2022 2:11:00;4:14;11.1;4:14;Correcto;72;
132;101;20/02/2022 2:18:00;7:03;15.1;7:03;Correcto;132;
516;101;20/02/2022 2:23:00;4:37;8.5;4:37;Correcto;516;
163;101;20/02/2022 2:34:00;11:40;22.7;11:40;Correcto;163;
117;101;20/02/2022 2:43:00;8:36;15.5;8:36;Correcto;117;
59;101;20/02/2022 2:49:00;5:30;14.9;5:30;Correcto;59;
245;101;20/02/2022 2:54:00;5:26;9.2;5:26;Correcto;245;
21;101;20/02/2022 3:00:00;5:38;10.6;5:38;Correcto;21;
259;101;20/02/2022 3:07:00;7:19;11.3;7:19;Correcto;259;
58;101;20/02/2022 3:13:00;6:06;17.2;6:06;Correcto;58;
233;101;20/02/2022 3:24:00;9:53;20.3;9:53;Correcto;233;
473;101;20/02/2022 3:33:00;8:25;16.4;8:25;Correcto;473;
198;101;20/02/2022 3:38:00;5:26;13.9;5:26;Correcto;198;
227;101;20/02/2022 3:44:00;5:45;18.2;5:45;Correcto;227;
236;101;20/02/2022 3:50:00;5:45;12.3;5:45;Correcto;236;
185;101;20/02/2022 3:56:00;5:48;9;5:48;Correcto;185;
240;101;20/02/2022 4:01:00;5:26;7.7;5:26;Correcto;240;
208;101;20/02/2022 4:08:00;6:17;2.8;6:17;Tiempo de conexi�n;208;
226;101;20/02/2022 4:14:00;5:57;10.6;5:57;Correcto;226;
291;101;20/02/2022 4:20:00;6:23;14.1;6:23;Correcto;291;
81;101;20/02/2022 4:29:00;7:47;9.7;7:47;Correcto;81;
171;101;20/02/2022 4:41:00;11:15;17.8;11:15;Correcto;171;
280;101;20/02/2022 4:50:00;9:02;14.6;9:02;Correcto;280;
170;101;20/02/2022 4:57:00;7:24;12.6;7:24;Correcto;170;
246;101;20/02/2022 5:04:00;6:09;14.4;6:09;Correcto;246;
206;101;20/02/2022 5:12:00;7:03;21.1;7:03;Correcto;206;
138;101;20/02/2022 5:16:00;4:23;10;4:23;Correcto;138;
175;101;20/02/2022 5:27:00;10:42;24.7;10:42;Correcto;175;
130;101;20/02/2022 5:34:00;6:59;12.1;6:59;Correcto;130;
149;101;20/02/2022 5:40:00;6:11;10;6:11;Correcto;149;
134;101;20/02/2022 5:45:00;4:11;10.3;4:11;Correcto;134;
196;101;20/02/2022 5:51:00;5:25;9.3;5:25;Correcto;196;
150;101;20/02/2022 5:56:00;4:50;10.6;4:50;Correcto;150;
412;101;20/02/2022 6:04:00;7:33;11.9;7:33;Correcto;412;
13;101;20/02/2022 6:30:00;7:49;9;7:49;Correcto;13;
212;101;20/02/2022 6:36:00;5:56;9.8;5:56;Correcto;212;
72;101;20/02/2022 6:40:00;4:01;9.7;4:01;Correcto;72;
394;101;20/02/2022 6:49:00;8:41;15.2;8:41;Correcto;394;
168;101;20/02/2022 6:55:00;5:24;12;5:24;Correcto;168;
231;101;20/02/2022 7:02:00;6:37;10.8;6:37;Correcto;231;
532;101;20/02/2022 7:09:00;7:23;8.5;7:23;Correcto;532;
77;101;20/02/2022 7:19:00;9:42;17.5;9:42;Correcto;77;
228;101;20/02/2022 7:26:00;6:25;9.5;6:25;Correcto;228;
31;101;20/02/2022 7:30:00;4:30;10;4:30;Correcto;31;
167;101;20/02/2022 7:37:00;6:19;0;6:19;Tiempo de conexi�n;167;
47;101;20/02/2022 7:43:00;6:14;12;6:14;Correcto;47;
220;101;20/02/2022 7:48:00;4:41;11.1;4:41;Correcto;220;
153;101;20/02/2022 7:54:00;6:13;15.8;6:13;Correcto;153;
245;101;20/02/2022 8:01:00;6:49;11.5;6:49;Correcto;245;
404;101;20/02/2022 8:06:00;5:11;13.9;5:11;Correcto;404;
167;101;20/02/2022 8:12:00;5:09;5.2;5:09;Tiempo muerto de orde�o TI;167;
224;101;20/02/2022 8:18:00;6:39;11.9;6:39;Correcto;224;
259;101;20/02/2022 8:25:00;6:49;10.1;6:49;Correcto;259;
240;101;20/02/2022 8:30:00;4:51;11.2;4:51;Correcto;240;
90;101;20/02/2022 8:38:00;7:27;22.8;7:27;Correcto;90;
81;101;20/02/2022 8:45:00;7:12;8;7:12;Correcto;81;
160;101;20/02/2022 8:51:00;6:01;16.5;6:01;Correcto;160;
167;101;20/02/2022 8:56:00;4:33;4.9;4:33;Tiempo muerto de orde�o TI;167;
132;101;20/02/2022 9:02:00;5:40;12.4;5:40;Correcto;132;
516;101;20/02/2022 9:07:00;4:37;12.7;4:37;Correcto;516;
141;101;20/02/2022 9:14:00;7:22;15;7:22;Correcto;141;
236;101;20/02/2022 9:20:00;5:44;11.4;5:44;Correcto;236;
392;101;20/02/2022 9:26:00;6:07;10.9;6:07;Correcto;392;
473;101;20/02/2022 9:37:00;6:34;13.8;6:34;Correcto;473;
49;101;20/02/2022 9:47:00;9:21;22.2;9:21;Correcto;49;
76;101;20/02/2022 9:53:00;6:32;13.8;6:32;Correcto;76;
197;101;20/02/2022 9:59:00;6:12;17.1;6:12;Correcto;197;
84;101;20/02/2022 10:08:00;8:55;15.8;8:55;Correcto;84;
249;101;20/02/2022 10:24:00;5:27;16.9;5:27;Correcto;249;
218;101;20/02/2022 10:30:00;6:23;16.1;6:23;Correcto;218;
227;101;20/02/2022 10:36:00;4:56;12.5;4:56;Correcto;227;
302;101;20/02/2022 10:41:00;5:05;15;5:05;Correcto;302;
221;101;20/02/2022 10:48:00;5:54;13.6;5:54;Correcto;221;
130;101;20/02/2022 10:59:00;5:54;11.6;5:54;Correcto;130;
59;101;20/02/2022 11:05:00;5:46;15.6;5:46;Correcto;59;
226;101;20/02/2022 11:11:00;5:51;11.8;5:51;Correcto;226;
138;101;20/02/2022 11:15:00;4:30;12.9;4:30;Correcto;138;
170;101;20/02/2022 11:29:00;8:07;13.3;8:07;Correcto;170;
246;101;20/02/2022 11:32:00;3:05;3;3:05;Intentos de conexi�n TD;246;
195;101;20/02/2022 11:42:00;9:15;17.7;9:15;Correcto;195;
146;101;20/02/2022 11:50:00;7:32;16.4;7:32;Correcto;146;
134;101;20/02/2022 11:54:00;4:25;10;4:25;Correcto;134;
72;101;20/02/2022 12:00:00;4:18;12.2;4:18;Correcto;72;
245;101;20/02/2022 12:05:00;5:03;6.7;5:03;Correcto;245;
247;101;20/02/2022 12:15:00;9:46;19.1;9:46;Correcto;247;
198;101;20/02/2022 12:22:00;6:00;11.9;6:00;Correcto;198;
532;101;20/02/2022 12:33:00;9:44;10.2;9:44;Correcto;532;
58;101;20/02/2022 12:45:00;6:56;15.8;6:56;Correcto;58;
212;101;20/02/2022 12:51:00;5:49;10.6;5:49;Correcto;212;
167;101;20/02/2022 12:58:00;7:33;15.9;7:33;Correcto;167;
53;101;20/02/2022 13:05:00;6:11;21.6;6:11;Correcto;53;
32;101;20/02/2022 13:26:00;6:23;21.7;6:23;Correcto;32;
280;101;20/02/2022 13:36:00;9:50;12;9:50;Correcto;280;
220;101;20/02/2022 13:40:00;4:17;9.5;4:17;Correcto;220;
13;101;20/02/2022 13:50:00;9:28;11.4;9:28;Correcto;13;
185;101;20/02/2022 13:56:00;5:52;12.1;5:52;Correcto;185;
81;101;20/02/2022 14:03:00;7:26;10.9;7:26;Correcto;81;
240;101;20/02/2022 14:10:00;6:16;12.9;6:16;Correcto;240;
149;101;20/02/2022 14:17:00;6:48;12.4;6:48;Correcto;149;
208;101;20/02/2022 14:26:00;9:11;21.2;9:11;Correcto;208;
168;101;20/02/2022 14:33:00;6:03;12.2;6:03;Correcto;168;
117;101;20/02/2022 14:43:00;9:55;17.7;9:55;Correcto;117;
228;101;20/02/2022 14:49:00;6:07;8.3;6:07;Correcto;228;
246;101;20/02/2022 14:56:00;7:08;13.1;7:08;Correcto;246;
412;101;20/02/2022 15:04:00;7:23;14.2;7:23;Correcto;412;
153;101;20/02/2022 15:10:00;5:55;15.5;5:55;Correcto;153;
150;101;20/02/2022 15:15:00;4:52;13.7;4:52;Correcto;150;
224;101;20/02/2022 15:22:00;6:26;11.4;6:26;Correcto;224;
404;101;20/02/2022 15:26:00;4:29;11.1;4:29;Correcto;404;
291;101;20/02/2022 15:34:00;7:45;15.6;7:45;Correcto;291;
171;101;20/02/2022 15:47:00;12:27;24.9;12:27;Correcto;171;
130;101;20/02/2022 15:53:00;5:53;10;5:53;Correcto;130;
516;101;20/02/2022 15:57:00;4:08;11.3;4:08;Correcto;516;
236;101;20/02/2022 16:05:00;7:01;13.4;7:01;Correcto;236;
245;101;20/02/2022 16:10:00;5:44;9.9;5:44;Correcto;245;
473;101;20/02/2022 16:17:00;6:33;12.8;6:33;Correcto;473;
84;101;20/02/2022 16:24:00;6:57;12.8;6:57;Correcto;84;
59;101;20/02/2022 16:29:00;4:36;10.4;4:36;Correcto;59;
196;101;20/02/2022 16:35:00;6:14;14.9;6:14;Correcto;196;
47;101;20/02/2022 16:42:00;6:55;19.3;6:55;Correcto;47;
31;101;20/02/2022 16:49:00;5:52;15.4;5:52;Correcto;31;
76;101;20/02/2022 16:54:00;5:03;8;5:03;Correcto;76;
231;101;20/02/2022 17:02:00;8:25;17.7;8:25;Correcto;231;
72;101;20/02/2022 17:07:00;4:14;10.8;4:14;Correcto;72;
233;101;20/02/2022 17:17:00;10:25;22.8;10:25;Correcto;233;
197;101;20/02/2022 17:25:00;7:40;13.6;7:40;Correcto;197;
132;101;20/02/2022 17:32:00;6:31;15.2;6:31;Correcto;132;
141;101;20/02/2022 17:40:00;7:37;13.2;7:37;Correcto;141;
226;101;20/02/2022 17:45:00;5:17;10.6;5:17;Correcto;226;
77;101;20/02/2022 17:58:00;13:06;15.2;13:06;Correcto;77;
392;101;20/02/2022 18:23:00;5:11;9.2;5:11;Correcto;392;
81;101;20/02/2022 18:34:00;7:09;8.5;7:09;Correcto;81;
167;101;20/02/2022 18:43:00;8:29;11.8;8:29;Correcto;167;
218;101;20/02/2022 18:52:00;8:21;10.5;8:21;Correcto;218;
220;101;20/02/2022 18:57:00;5:21;10.1;5:21;Correcto;220;
170;101;20/02/2022 19:06:00;8:29;13.5;8:29;Correcto;170;
134;101;20/02/2022 19:10:00;4:27;11.3;4:27;Correcto;134;
212;101;20/02/2022 19:16:00;5:47;10.4;5:47;Correcto;212;
13;101;20/02/2022 19:24:00;7:30;8.5;7:30;Correcto;13;
146;101;20/02/2022 19:30:00;5:29;9.9;5:29;Correcto;146;
259;101;20/02/2022 19:40:00;10:33;18;10:33;Correcto;259;
49;101;20/02/2022 19:48:00;7:51;15.9;7:51;Correcto;49;
394;101;20/02/2022 20:00:00;10:54;21.5;10:54;Correcto;394;
138;101;20/02/2022 20:05:00;4:50;17.1;4:50;Correcto;138;
206;101;20/02/2022 20:11:00;6:26;19.2;6:26;Correcto;206;
247;101;20/02/2022 20:20:00;8:08;12.7;8:08;Correcto;247;
21;101;20/02/2022 20:28:00;8:10;18.1;8:10;Correcto;21;
175;101;20/02/2022 20:40:00;12:18;27.9;12:18;Correcto;175;
221;101;20/02/2022 20:48:00;7:33;14.1;7:33;Correcto;221;
227;101;20/02/2022 21:09:00;5:16;19.7;5:16;Correcto;227;
163;101;20/02/2022 21:21:00;12:16;25.3;12:16;Correcto;163;
516;101;20/02/2022 21:26:00;4:27;7.3;4:27;Correcto;516;
168;101;20/02/2022 21:32:00;5:46;11;5:46;Correcto;168;
532;101;20/02/2022 21:45:00;12:25;14.7;12:25;Correcto;532;
245;101;20/02/2022 21:52:00;6:15;10.4;6:15;Correcto;245;
150;101;20/02/2022 21:57:00;5:09;9.3;5:09;Correcto;150;
90;101;20/02/2022 22:05:00;7:58;24.4;7:58;Correcto;90;
246;101;20/02/2022 22:12:00;6:53;11.6;6:53;Correcto;246;
228;101;20/02/2022 22:19:00;6:37;8.4;6:37;Correcto;228;
412;101;20/02/2022 22:25:00;6:16;11.9;6:16;Correcto;412;
224;101;20/02/2022 22:32:00;6:19;11.3;6:19;Correcto;224;
240;101;20/02/2022 22:37:00;5:02;16.7;5:02;Correcto;240;
53;101;20/02/2022 22:43:00;5:53;15.5;5:53;Correcto;53;
153;101;20/02/2022 22:49:00;5:42;14.4;5:42;Correcto;153;
130;101;20/02/2022 22:56:00;6:53;13;6:53;Correcto;130;
473;101;20/02/2022 23:03:00;7:06;13;7:06;Correcto;473;
236;101;20/02/2022 23:09:00;5:42;13.3;5:42;Correcto;236;
84;101;20/02/2022 23:17:00;7:43;13.4;7:43;Correcto;84;
72;101;20/02/2022 23:22:00;4:28;13.4;4:28;Correcto;72;
226;101;20/02/2022 23:27:00;4:57;10.1;4:57;Correcto;226;
208;101;20/02/2022 23:37:00;8:27;14.9;8:27;Correcto;208;
149;101;20/02/2022 23:44:00;7:38;12.9;7:38;Correcto;149;
198;101;20/02/2022 23:50:00;5:32;14;5:32;Correcto;198;
167;101;20/02/2022 23:56:00;6:26;12.3;6:26;Correcto;167;
195;101;21/02/2022 0:05:00;8:54;19;8:54;Correcto;195;
81;101;21/02/2022 0:15:00;9:23;10.4;9:23;Correcto;81;
404;101;21/02/2022 0:20:00;5:00;12.9;5:00;Correcto;404;
13;101;21/02/2022 0:27:00;7:16;7.8;7:16;Correcto;13;
249;101;21/02/2022 0:34:00;6:21;18.6;6:21;Correcto;249;
59;101;21/02/2022 0:40:00;5:32;14.3;5:32;Correcto;59;
132;101;21/02/2022 0:46:00;6:08;12.9;6:08;Correcto;132;
185;101;21/02/2022 0:52:00;5:39;13.8;5:39;Correcto;185;
47;101;21/02/2022 0:58:00;6:06;17.7;6:06;Correcto;47;
134;101;21/02/2022 1:02:00;4:04;9.5;4:04;Correcto;134;
197;101;21/02/2022 1:08:00;5:52;14.1;5:52;Correcto;197;
170;101;21/02/2022 1:16:00;7:12;12.4;7:12;Correcto;170;
