Numero de vaca;Address;Fecha/hora de visita;tiempo en cubiculo;Produccion de leche;tiempo;Descripcion;CIB;
236;101;22/02/2022 12:50:00;5:14;10.2;5:14;Correcto;236;
171;101;22/02/2022 13:01:00;10:38;19.2;10:38;Correcto;171;
134;101;22/02/2022 13:06:00;4:34;10.1;4:34;Correcto;134;
150;101;22/02/2022 13:11:00;5:02;14.8;5:02;Correcto;150;
117;101;22/02/2022 13:20:00;8:55;18.4;8:55;Correcto;117;
197;101;22/02/2022 13:27:00;6:48;12.1;6:48;Correcto;197;
146;101;22/02/2022 13:33:00;6:12;12.9;6:12;Correcto;146;
291;101;22/02/2022 13:40:00;6:57;14.6;6:57;Correcto;291;
149;101;22/02/2022 13:48:00;7:51;12.2;7:51;Correcto;149;
226;101;22/02/2022 13:53:00;5:23;11.6;5:23;Correcto;226;
132;101;22/02/2022 13:59:00;5:29;12;5:29;Correcto;132;
228;101;22/02/2022 14:04:00;5:14;8;5:14;Correcto;228;
72;101;22/02/2022 14:10:00;5:22;13;5:22;Correcto;72;
227;101;22/02/2022 14:15:00;4:44;17.3;4:44;Correcto;227;
81;101;22/02/2022 14:22:00;7:33;6.3;7:33;Correcto;81;
231;101;22/02/2022 14:30:00;7:10;15.8;7:10;Correcto;231;
84;101;22/02/2022 14:36:00;5:53;10;5:53;Correcto;84;
167;101;22/02/2022 14:42:00;6:06;2.9;6:06;Tiempo de conexi�n;167;
58;101;22/02/2022 14:48:00;5:23;12.4;5:23;Correcto;58;
13;101;22/02/2022 14:58:00;9:09;12.6;9:09;Correcto;13;
220;101;22/02/2022 15:02:00;4:05;9.1;4:05;Correcto;220;
233;101;22/02/2022 15:08:00;5:38;12.1;5:38;Correcto;233;
141;101;22/02/2022 15:15:00;7:09;13.8;7:09;Correcto;141;
175;101;22/02/2022 15:23:00;7:59;16.1;7:59;Correcto;175;
198;101;22/02/2022 15:30:00;6:07;16.7;6:07;Correcto;198;
246;101;22/02/2022 15:36:00;6:20;12.8;6:20;Correcto;246;
532;101;22/02/2022 15:47:00;10:15;10.6;10:15;Correcto;532;
412;101;22/02/2022 15:53:00;6:29;10;6:29;Correcto;412;
196;101;22/02/2022 16:03:00;5:25;11.8;5:25;Correcto;196;
163;101;22/02/2022 16:15:00;9:25;15.1;9:25;Correcto;163;
221;101;22/02/2022 16:22:00;6:30;16.3;6:30;Correcto;221;
138;101;22/02/2022 16:27:00;3:54;9.7;3:54;Correcto;138;
404;101;22/02/2022 16:32:00;4:54;9.3;4:54;Correcto;404;
392;101;22/02/2022 16:37:00;5:28;7.9;5:28;Correcto;392;
473;101;22/02/2022 16:44:00;6:06;11.4;6:06;Correcto;473;
153;101;22/02/2022 16:50:00;5:54;14.4;5:54;Correcto;153;
208;101;22/02/2022 16:57:00;7:04;10.7;7:04;Correcto;208;
53;101;22/02/2022 17:02:00;4:42;12.6;4:42;Correcto;53;
130;101;22/02/2022 17:08:00;5:37;10;5:37;Correcto;130;
170;101;22/02/2022 17:16:00;7:37;10.1;7:37;Correcto;170;
245;101;22/02/2022 17:22:00;5:52;9.4;5:52;Correcto;245;
240;101;22/02/2022 17:29:00;5:25;13.8;5:25;Correcto;240;
259;101;22/02/2022 17:37:00;8:03;10.6;8:03;Correcto;259;
59;101;22/02/2022 17:41:00;4:16;10.7;4:16;Correcto;59;
21;101;22/02/2022 17:49:00;6:59;14.1;6:59;Correcto;21;
32;101;22/02/2022 17:53:00;4:21;9.9;4:21;Correcto;32;
168;101;22/02/2022 17:59:00;5:12;11.8;5:12;Correcto;168;
212;101;22/02/2022 18:28:00;5:32;10.6;5:32;Correcto;212;
218;101;22/02/2022 18:34:00;6:00;11.4;6:00;Correcto;218;
224;101;22/02/2022 18:51:00;5:57;10;5:57;Correcto;224;
81;101;22/02/2022 18:59:00;7:21;10.4;7:21;Correcto;81;
49;101;22/02/2022 19:07:00;7:45;16.2;7:45;Correcto;49;
76;101;22/02/2022 19:14:00;6:57;12.9;6:57;Correcto;76;
247;101;22/02/2022 19:22:00;7:32;13.3;7:32;Correcto;247;
31;101;22/02/2022 19:27:00;4:36;12;4:36;Correcto;31;
516;101;22/02/2022 19:31:00;4:06;10.8;4:06;Correcto;516;
302;101;22/02/2022 19:37:00;5:21;14.8;5:21;Correcto;302;
236;101;22/02/2022 19:43:00;5:14;12.7;5:14;Correcto;236;
72;101;22/02/2022 19:47:00;4:13;11.2;4:13;Correcto;72;
226;101;22/02/2022 19:52:00;4:41;9.8;4:41;Correcto;226;
84;101;22/02/2022 19:58:00;6:25;10.3;6:25;Correcto;84;
394;101;22/02/2022 20:08:00;9:49;17.2;9:49;Correcto;394;
220;101;22/02/2022 20:13:00;4:14;8.9;4:14;Correcto;220;
167;101;22/02/2022 20:23:00;9:51;20;9:51;Correcto;167;
185;101;22/02/2022 20:31:00;5:22;10.3;5:22;Correcto;185;
150;101;22/02/2022 20:36:00;4:02;10.6;4:02;Correcto;150;
134;101;22/02/2022 20:41:00;4:54;11.8;4:54;Correcto;134;
132;101;22/02/2022 20:47:00;5:03;12.3;5:03;Correcto;132;
195;101;22/02/2022 20:55:00;7:50;16;7:50;Correcto;195;
149;101;22/02/2022 21:02:00;6:16;10;6:16;Correcto;149;
221;101;22/02/2022 21:07:00;4:24;8.1;4:24;Correcto;221;
233;101;22/02/2022 21:13:00;5:19;10.4;5:19;Correcto;233;
171;101;22/02/2022 21:24:00;10:45;18.6;10:45;Correcto;171;
228;101;22/02/2022 21:29:00;5:31;7.5;5:31;Correcto;228;
412;101;22/02/2022 21:35:00;4:51;8.7;4:51;Correcto;412;
532;101;22/02/2022 21:50:00;10:42;10.4;10:42;Correcto;532;
473;101;22/02/2022 21:57:00;6:16;10;6:16;Correcto;473;
53;101;22/02/2022 22:01:00;4:15;9.3;4:15;Correcto;53;
13;101;22/02/2022 22:09:00;7:55;10.6;7:55;Correcto;13;
170;101;22/02/2022 22:16:00;7:07;10.7;7:07;Correcto;170;
245;101;22/02/2022 22:24:00;7:28;10;7:28;Correcto;245;
47;101;22/02/2022 22:31:00;6:34;21.2;6:34;Correcto;47;
392;101;22/02/2022 22:37:00;5:39;8.1;5:39;Correcto;392;
141;101;22/02/2022 22:41:00;3:56;6.7;3:56;Tiempo muerto de orde�o TD;141;
197;101;22/02/2022 22:48:00;7:03;16.1;7:03;Correcto;197;
130;101;22/02/2022 22:54:00;6:01;10.6;6:01;Correcto;130;
249;101;22/02/2022 23:01:00;5:30;16.2;5:30;Correcto;249;
227;101;22/02/2022 23:07:00;5:44;16.5;5:44;Correcto;227;
163;101;22/02/2022 23:15:00;6:37;9.2;6:37;Correcto;163;
146;101;22/02/2022 23:24:00;6:50;13.8;6:50;Correcto;146;
90;101;22/02/2022 23:32:00;7:12;22.3;7:12;Correcto;90;
196;101;22/02/2022 23:38:00;6:08;10.6;6:08;Correcto;196;
404;101;22/02/2022 23:44:00;5:01;10.6;5:01;Correcto;404;
81;101;22/02/2022 23:51:00;7:13;9.8;7:13;Correcto;81;
231;101;23/02/2022 0:00:00;8:06;18.7;8:06;Correcto;231;
58;101;23/02/2022 0:06:00;5:57;14.5;5:57;Correcto;58;
259;101;23/02/2022 0:18:00;10:13;12.2;10:13;Correcto;259;
168;101;23/02/2022 0:24:00;5:34;10.7;5:34;Correcto;168;
224;101;23/02/2022 0:30:00;6:13;10.4;6:13;Correcto;224;
138;101;23/02/2022 0:34:00;4:06;14.6;4:06;Correcto;138;
236;101;23/02/2022 0:42:00;5:03;9.6;5:03;Correcto;236;
291;101;23/02/2022 0:51:00;6:50;14.9;6:50;Correcto;291;
516;101;23/02/2022 0:55:00;3:47;7.2;3:47;Correcto;516;
198;101;23/02/2022 1:00:00;4:23;10.8;4:23;Correcto;198;
240;101;23/02/2022 1:05:00;5:09;14.5;5:09;Correcto;240;
208;101;23/02/2022 1:13:00;7:18;12.7;7:18;Correcto;208;
247;101;23/02/2022 1:20:00;6:53;10.3;6:53;Correcto;247;
160;101;23/02/2022 1:27:00;5:43;13.5;5:43;Correcto;160;
220;101;23/02/2022 1:31:00;4:18;9.2;4:18;Correcto;220;
59;101;23/02/2022 1:36:00;4:51;13.9;4:51;Correcto;59;
226;101;23/02/2022 1:41:00;5:09;9.5;5:09;Correcto;226;
153;101;23/02/2022 1:48:00;6:03;17.6;6:03;Correcto;153;
117;101;23/02/2022 1:58:00;8:41;17.9;8:41;Correcto;117;
212;101;23/02/2022 2:05:00;6:23;11.1;6:23;Correcto;212;
77;101;23/02/2022 2:17:00;10:57;20;10:57;Correcto;77;
84;101;23/02/2022 2:24:00;7:17;12.1;7:17;Correcto;84;
72;101;23/02/2022 2:29:00;5:00;14.2;5:00;Correcto;72;
31;101;23/02/2022 2:35:00;4:32;11.6;4:32;Correcto;31;
246;101;23/02/2022 2:41:00;6:51;17.6;6:51;Correcto;246;
167;101;23/02/2022 2:51:00;9:22;13.4;9:22;Correcto;167;
245;101;23/02/2022 2:59:00;7:53;8.6;7:53;Correcto;245;
141;101;23/02/2022 3:02:00;2:47;0.9;2:47;Intentos de conexi�n TI;141;
412;101;23/02/2022 3:07:00;4:25;9.7;4:25;Correcto;412;
170;101;23/02/2022 3:19:00;8:03;10.7;8:03;Correcto;170;
473;101;23/02/2022 3:25:00;5:46;9;5:46;Correcto;473;
53;101;23/02/2022 3:31:00;4:57;11.3;4:57;Correcto;53;
76;101;23/02/2022 3:36:00;4:46;9.9;4:46;Correcto;76;
149;101;23/02/2022 3:43:00;7:22;9.3;7:22;Correcto;149;
150;101;23/02/2022 3:48:00;4:20;11.2;4:20;Correcto;150;
130;101;23/02/2022 3:55:00;5:54;10.3;5:54;Correcto;130;
221;101;23/02/2022 4:01:00;6:02;10.5;6:02;Correcto;221;
532;101;23/02/2022 4:11:00;9:18;10.5;9:18;Correcto;532;
32;101;23/02/2022 4:15:00;3:45;9.5;3:45;Correcto;32;
90;101;23/02/2022 4:21:00;6:02;9.2;6:02;Correcto;90;
13;101;23/02/2022 4:30:00;8:54;9.3;8:54;Correcto;13;
394;101;23/02/2022 4:38:00;8:03;13.3;8:03;Correcto;394;
81;101;23/02/2022 4:45:00;6:24;10.4;6:24;Correcto;81;
233;101;23/02/2022 4:53:00;7:44;13.3;7:44;Correcto;233;
175;101;23/02/2022 5:04:00;10:54;23;10:54;Correcto;175;
134;101;23/02/2022 5:09:00;4:58;14.1;4:58;Correcto;134;
231;101;23/02/2022 5:15:00;5:49;10.6;5:49;Correcto;231;
197;101;23/02/2022 5:21:00;5:14;12.8;5:14;Correcto;197;
47;101;23/02/2022 5:27:00;5:36;14.5;5:36;Correcto;47;
228;101;23/02/2022 5:34:00;6:56;8.6;6:56;Correcto;228;
132;101;23/02/2022 5:42:00;7:20;15.7;7:20;Correcto;132;
141;101;23/02/2022 5:50:00;7:36;15.7;7:36;Correcto;141;
138;101;23/02/2022 5:54:00;3:36;9.9;3:36;Correcto;138;
302;101;23/02/2022 5:59:00;4:29;12.2;4:29;Correcto;302;
171;101;23/02/2022 6:31:00;10:35;20.5;10:35;Correcto;171;
516;101;23/02/2022 6:36:00;4:31;10.2;4:31;Correcto;516;
259;101;23/02/2022 6:46:00;9:32;12.3;9:32;Correcto;259;
224;101;23/02/2022 6:54:00;6:10;11.3;6:10;Correcto;224;
72;101;23/02/2022 6:59:00;4:32;9.9;4:32;Correcto;72;
249;101;23/02/2022 7:03:00;4:30;12.9;4:30;Correcto;249;
21;101;23/02/2022 7:13:00;6:20;14.9;6:20;Correcto;21;
227;101;23/02/2022 7:21:00;8:24;14.8;8:24;Correcto;227;
236;101;23/02/2022 7:31:00;6:35;13.6;6:35;Correcto;236;
195;101;23/02/2022 7:41:00;9:48;17.4;9:48;Correcto;195;
245;101;23/02/2022 7:47:00;6:02;9.3;6:02;Correcto;245;
240;101;23/02/2022 7:52:00;5:22;13.9;5:22;Correcto;240;
58;101;23/02/2022 7:58:00;5:35;13.3;5:35;Correcto;58;
185;101;23/02/2022 8:03:00;5:07;13.7;5:07;Correcto;185;
392;101;23/02/2022 8:10:00;6:43;14.3;6:43;Correcto;392;
168;101;23/02/2022 8:16:00;5:38;13.2;5:38;Correcto;168;
208;101;23/02/2022 8:23:00;6:39;11.7;6:39;Correcto;208;
404;101;23/02/2022 8:28:00;5:20;13.1;5:20;Correcto;404;
226;101;23/02/2022 8:34:00;5:21;11.6;5:21;Correcto;226;
220;101;23/02/2022 8:39:00;4:58;12.8;4:58;Correcto;220;
81;101;23/02/2022 9:03:00;6:54;7.4;6:54;Correcto;81;
473;101;23/02/2022 9:09:00;6:24;11.6;6:24;Correcto;473;
49;101;23/02/2022 9:20:00;10:46;22;10:46;Correcto;49;
218;101;23/02/2022 9:27:00;6:27;15.9;6:27;Correcto;218;
77;101;23/02/2022 9:33:00;6:19;11.2;6:19;Correcto;77;
163;101;23/02/2022 9:45:00;9:28;16.6;9:28;Correcto;163;
13;101;23/02/2022 9:52:00;6:05;8.3;6:05;Correcto;13;
146;101;23/02/2022 9:59:00;7:11;15.7;7:11;Correcto;146;
170;101;23/02/2022 10:08:00;9:05;14.4;9:05;Correcto;170;
53;101;23/02/2022 10:13:00;4:58;12.8;4:58;Correcto;53;
412;101;23/02/2022 10:19:00;6:00;12.8;6:00;Correcto;412;
153;101;23/02/2022 10:31:00;7:14;19.4;7:14;Correcto;153;
130;101;23/02/2022 10:39:00;7:29;13.8;7:29;Correcto;130;
246;101;23/02/2022 10:45:00;6:28;13.6;6:28;Correcto;246;
196;101;23/02/2022 10:52:00;6:16;15.8;6:16;Correcto;196;
212;101;23/02/2022 10:58:00;6:18;13.3;6:18;Correcto;212;
247;101;23/02/2022 11:07:00;9:00;16.4;9:00;Correcto;247;
31;101;23/02/2022 11:13:00;4:58;14.8;4:58;Correcto;31;
197;101;23/02/2022 11:18:00;5:13;10.9;5:13;Correcto;197;
59;101;23/02/2022 11:24:00;5:52;17.9;5:52;Correcto;59;
221;101;23/02/2022 11:30:00;5:57;11.5;5:57;Correcto;221;
167;101;23/02/2022 11:41:00;10:00;18.5;10:00;Correcto;167;
291;101;23/02/2022 11:48:00;7:14;14.2;7:14;Correcto;291;
532;101;23/02/2022 11:59:00;10:07;13.5;10:07;Correcto;532;
72;101;23/02/2022 12:03:00;4:21;11.7;4:21;Correcto;72;
84;101;23/02/2022 12:11:00;7:38;15.3;7:38;Correcto;84;
245;101;23/02/2022 12:18:00;6:29;9.5;6:29;Correcto;245;
117;101;23/02/2022 12:26:00;7:11;15.8;7:11;Correcto;117;
394;101;23/02/2022 12:35:00;8:09;13.5;8:09;Correcto;394;
224;101;23/02/2022 12:41:00;6:17;9.8;6:17;Correcto;224;
259;101;23/02/2022 12:49:00;7:41;12.1;7:41;Correcto;259;
138;101;23/02/2022 12:53:00;3:59;13.6;3:59;Correcto;138;
149;101;23/02/2022 13:00:00;6:52;13.3;6:52;Correcto;149;
134;101;23/02/2022 13:04:00;4:06;12.2;4:06;Correcto;134;
81;101;23/02/2022 13:11:00;6:54;8.4;6:54;Correcto;81;
236;101;23/02/2022 13:17:00;5:04;11.5;5:04;Correcto;236;
231;101;23/02/2022 13:24:00;7:12;15.5;7:12;Correcto;231;
150;101;23/02/2022 13:30:00;5:32;15.2;5:32;Correcto;150;
132;101;23/02/2022 13:36:00;5:48;13.6;5:48;Correcto;132;
228;101;23/02/2022 13:43:00;6:31;8.7;6:31;Correcto;228;
47;101;23/02/2022 13:49:00;5:09;17.8;5:09;Correcto;47;
220;101;23/02/2022 13:54:00;5:03;9.2;5:03;Correcto;220;
516;101;23/02/2022 13:58:00;4:13;12.7;4:13;Correcto;516;
76;101;23/02/2022 14:05:00;6:09;13.2;6:09;Correcto;76;
233;101;23/02/2022 14:12:00;7:20;16.3;7:20;Correcto;233;
198;101;23/02/2022 14:19:00;6:08;16.1;6:08;Correcto;198;
90;101;23/02/2022 14:25:00;6:41;21;6:41;Correcto;90;
227;101;23/02/2022 14:30:00;4:35;13.7;4:35;Correcto;227;
141;101;23/02/2022 14:43:00;10:43;14.5;10:43;Correcto;141;
171;101;23/02/2022 14:54:00;11:00;19.3;11:00;Correcto;171;
404;101;23/02/2022 14:59:00;5:08;9.7;5:08;Correcto;404;
226;101;23/02/2022 15:06:00;6:18;10.8;6:18;Correcto;226;
473;101;23/02/2022 15:12:00;6:03;12.9;6:03;Correcto;473;
392;101;23/02/2022 15:19:00;6:16;11.1;6:16;Correcto;392;
240;101;23/02/2022 15:24:00;5:05;14.7;5:05;Correcto;240;
130;101;23/02/2022 15:29:00;5:26;9;5:26;Correcto;130;
168;101;23/02/2022 15:35:00;5:33;12.4;5:33;Correcto;168;
208;101;23/02/2022 15:43:00;7:26;12;7:26;Correcto;208;
13;101;23/02/2022 15:51:00;8:02;9.3;8:02;Correcto;13;
412;101;23/02/2022 15:57:00;5:28;9.1;5:28;Correcto;412;
170;101;23/02/2022 16:09:00;7:29;12.3;7:29;Correcto;170;
249;101;23/02/2022 16:14:00;4:49;14.1;4:49;Correcto;249;
302;101;23/02/2022 16:20:00;5:15;12.2;5:15;Correcto;302;
53;101;23/02/2022 16:25:00;4:59;12.2;4:59;Correcto;53;
77;101;23/02/2022 16:33:00;7:41;9.8;7:41;Correcto;77;
21;101;23/02/2022 16:39:00;5:54;10.3;5:54;Correcto;21;
153;101;23/02/2022 16:44:00;5:21;13.3;5:21;Correcto;153;
59;101;23/02/2022 16:50:00;4:41;10.4;4:41;Correcto;59;
58;101;23/02/2022 16:56:00;5:25;14.7;5:25;Correcto;58;
31;101;23/02/2022 17:02:00;4:15;9.4;4:15;Correcto;31;
72;101;23/02/2022 17:06:00;3:54;10.6;3:54;Correcto;72;
175;101;23/02/2022 17:15:00;8:39;21.7;8:39;Correcto;175;
81;101;23/02/2022 17:22:00;6:36;9;6:36;Correcto;81;
212;101;23/02/2022 17:28:00;5:17;9.7;5:17;Correcto;212;
196;101;23/02/2022 17:35:00;6:45;8.9;6:45;Correcto;196;
167;101;23/02/2022 17:39:00;4:12;4.2;4:12;Tiempo muerto de orde�o TI;167;
532;101;23/02/2022 17:49:00;9:35;9.6;9:35;Correcto;532;
259;101;23/02/2022 17:57:00;7:05;10.1;7:05;Correcto;259;
246;101;23/02/2022 18:26:00;5:58;12.6;5:58;Correcto;246;
245;101;23/02/2022 18:32:00;6:08;12.2;6:08;Correcto;245;
49;101;23/02/2022 18:40:00;7:26;14.4;7:26;Correcto;49;
224;101;23/02/2022 18:46:00;6:22;10.6;6:22;Correcto;224;
146;101;23/02/2022 18:52:00;5:44;12.3;5:44;Correcto;146;
134;101;23/02/2022 18:56:00;3:59;9.2;3:59;Correcto;134;
185;101;23/02/2022 19:03:00;6:00;12.5;6:00;Correcto;185;
195;101;23/02/2022 19:11:00;7:48;18;7:48;Correcto;195;
138;101;23/02/2022 19:15:00;3:56;12.3;3:56;Correcto;138;
247;101;23/02/2022 19:23:00;8:02;14;8:02;Correcto;247;
220;101;23/02/2022 19:27:00;4:31;9.6;4:31;Correcto;220;
236;101;23/02/2022 19:33:00;5:28;12.3;5:28;Correcto;236;
47;101;23/02/2022 19:39:00;4:35;12.5;4:35;Correcto;47;
150;101;23/02/2022 19:44:00;4:36;9.2;4:36;Correcto;150;
218;101;23/02/2022 19:50:00;6:11;11.2;6:11;Correcto;218;
233;101;23/02/2022 19:55:00;5:05;9.6;5:05;Correcto;233;
163;101;23/02/2022 20:04:00;8:34;14.4;8:34;Correcto;163;
473;101;23/02/2022 20:10:00;5:31;10;5:31;Correcto;473;
240;101;23/02/2022 20:15:00;5:00;10.1;5:00;Correcto;240;
149;101;23/02/2022 20:22:00;6:37;10.5;6:37;Correcto;149;
516;101;23/02/2022 20:26:00;4:15;10.6;4:15;Correcto;516;
221;101;23/02/2022 20:34:00;7:46;13.5;7:46;Correcto;221;
130;101;23/02/2022 20:41:00;6:03;9.7;6:03;Correcto;130;
197;101;23/02/2022 20:51:00;8:12;15.9;8:12;Correcto;197;
76;101;23/02/2022 20:58:00;4:41;8.7;4:41;Correcto;76;
160;101;23/02/2022 21:04:00;5:41;14.2;5:41;Correcto;160;
132;101;23/02/2022 21:10:00;6:06;12.8;6:06;Correcto;132;
412;101;23/02/2022 21:15:00;4:42;8.7;4:42;Correcto;412;
170;101;23/02/2022 21:28:00;8:36;10.8;8:36;Correcto;170;
81;101;23/02/2022 21:35:00;7:01;6.9;7:01;Correcto;81;
291;101;23/02/2022 21:42:00;6:25;13.1;6:25;Correcto;291;
13;101;23/02/2022 21:50:00;7:38;8.5;7:38;Correcto;13;
228;101;23/02/2022 21:56:00;6:37;8.6;6:37;Correcto;228;
72;101;23/02/2022 22:01:00;4:08;10.3;4:08;Correcto;72;
394;101;23/02/2022 22:11:00;10:25;15.4;10:25;Correcto;394;
171;101;23/02/2022 22:22:00;10:27;16;10:27;Correcto;171;
226;101;23/02/2022 22:28:00;5:55;11.5;5:55;Correcto;226;
404;101;23/02/2022 22:33:00;5:35;10.9;5:35;Correcto;404;
227;101;23/02/2022 22:41:00;7:50;15.2;7:50;Correcto;227;
392;101;23/02/2022 22:48:00;6:57;12.4;6:57;Correcto;392;
59;101;23/02/2022 22:52:00;3:51;10.2;3:51;Correcto;59;
32;101;23/02/2022 22:58:00;5:13;18.4;5:13;Correcto;32;
259;101;23/02/2022 23:06:00;8:14;9.6;8:14;Correcto;259;
245;101;23/02/2022 23:13:00;6:59;8.1;6:59;Correcto;245;
53;101;23/02/2022 23:21:00;6:56;13;6:56;Correcto;53;
168;101;23/02/2022 23:27:00;5:17;12.5;5:17;Correcto;168;
167;101;23/02/2022 23:37:00;9:30;19.5;9:30;Correcto;167;
532;101;23/02/2022 23:45:00;8:26;10.6;8:26;Correcto;532;
141;101;23/02/2022 23:52:00;6:54;13.5;6:54;Correcto;141;
